Programa;Área;Linha de Pesquisa;Usuário;Segmento;Domínio;Subdomínio;Classificação;Score;Status;Tipo Classificação;Feedback;Data de Processamento
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Protocolos e segurança de sistemas embarcados;Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;44.Software Development, Engineering and Integrity;44.5;NASA 3: Architecture and Design of Software Systems;0.373;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Internet das Coisas;Eduardo Augusto Bezerra;;89.Information management & Knowledge management (Methods & tools);89.7;ACARE 1: Web technology;0.351;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Internet das Coisas;Eduardo Augusto Bezerra;Integrated Design & Validation (IDV);100.Reference Data for R&D Use and live/RT data Use;100.3;ACARE 2: Ground systems information (library, airport database, aircraft database, live data distribution and recording from ATM system - radar, RDPS, FDPS, CFMU, network exchange messages...).;0.33;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Internet das Coisas;Eduardo Augusto Bezerra;Aircraft Avionics, Systems & Equipment (AVS);47.Communications Systems;47.2;ACARE 3: Integration of communications systems;0.327;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Internet das Coisas;Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;47.Information Processing;47.5;NASA 1: Cyber Infrastructure;0.304;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Internet das Coisas;Eduardo Augusto Bezerra;Communications, Navigation & Debris Tracking;19.Internetworking;19.4;NASA 2: Integrated Network Management;0.298;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Internet das Coisas;Eduardo Augusto Bezerra;Communications, Navigation & Debris Tracking;21.Revolutionary Communications Technologies;21.1;NASA 3: Cognitive Networking;0.292;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sistemas operacionais e de tempo real;Eduardo Augusto Bezerra;Aerostructures (AST);21.Noise Reduction;21.3;ACARE 1: Automatics and real time systems for the study and for the realisation of controllers;0.383;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sistemas operacionais e de tempo real;Eduardo Augusto Bezerra;Integrated Design & Validation (IDV);85.Advanced information processing;85.3;ACARE 2: Real-time systems;0.33;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sistemas operacionais e de tempo real;Eduardo Augusto Bezerra;;73.Environmental and EM compliance engineering process;73.1;ACARE 3: Performance base specifications to define the real use environments;0.325;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sistemas operacionais e de tempo real;Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;48.Mission Architecture, System Analysis, and Concept Development;48.1;NASA 1: Tools and Methodologies for Defining Mission Architectures or Mission Design;0.31;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sistemas operacionais e de tempo real;Alexandro Garro Brito;Software, Modeling, Simulation & Information Processing;48.Mission Architecture, System Analysis, and Concept Development;48.3;NASA 2: Tools and Methodologies for Vehicle or Concept Definition Activities;0.307;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sistemas operacionais e de tempo real;Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;44.Software Development, Engineering and Integrity;44.6;NASA 3: Real-Time Software;0.29;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Instrumentação;Alexandro Garro Brito;;22.Ac	oustic Measurements and Test Technology;22.6;ACARE 1: Acoustic signal recording and processing: narrow band frequency analysis, third octave and octave bands, correlations, random noise, impulsive noise;0.372;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Instrumentação;Alexandro Garro Brito;;46.Flight Data/Flight Recording;46.1;ACARE 2: Cockpit voice recorder (CVR). recording technology;0.316;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Instrumentação;Eduardo Augusto Bezerra;Integrated Design & Validation (IDV);87.Simulator environments & Virtual reality;87.2;ACARE 3: Mission preparation, rehearsal & evaluation;0.31;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Instrumentação;Alexandro Garro Brito;Materials, Structures, Mechanical Systems & Manufacturing;54.Structural Dynamics;54.2;NASA 1: Vibroacoustics;0.326;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Instrumentação;Eduardo Augusto Bezerra;;56.Test and Qualification;56.7;NASA 2: Test Instruments and Sensors;0.324;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Instrumentação;Alexandro Garro Brito;Flight Vehicle Systems;62.Aerosciences;62.4;NASA 3: Aeroacoustics;0.32;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sensores a fibras óticas;Eduardo Augusto Bezerra;Aircraft Operations (AOP);107.Maintenance, Repair & Overhaul (MRO);107.5;ACARE 1: Sensors;0.373;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sensores a fibras óticas;Alexandro Garro Brito;;46.Flight Data/Flight Recording;46.5;ACARE 2: FDR. sensors;0.348;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sensores a fibras óticas;Alexandro Garro Brito;;50.Optics - Optronics - Lasers - Image processing and data fusion;50.6;ACARE 3: Optics sensors. enhanced vision sensors, light intensifiers, solid state lasers, MOEMS (Micro electro- optical mechanical systems);0.347;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sensores a fibras óticas;Alexandro Garro Brito;;27.Environmental Monitoring, Safety and Emergency Response;27.1;NASA 1: Sensors: Air, Water, Microbial, and Acoustic;0.415;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sensores a fibras óticas;Eduardo Augusto Bezerra;;35.In-Situ Instruments and Sensors;35.4;NASA 2: Environment Sensors;0.388;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Sensores a fibras óticas;Eduardo Augusto Bezerra;Guidance, Navigation & Control (GN&C);71.Navigation Technologies;71.3;NASA 3: Navigation Sensors;0.371;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Modelagem e testabilidade de software;Eduardo Augusto Bezerra;Propulsion (PRO);36.Computational Methods;36.6;ACARE 1: Validation of software, model characterisation;0.587;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Modelagem e testabilidade de software;Eduardo Augusto Bezerra;Integrated Design & Validation (IDV);101.Methodology;101.4;ACARE 2: system validation through modelling and simulation;0.528;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Modelagem e testabilidade de software;Eduardo Augusto Bezerra;Integrated Design & Validation (IDV);96.Business modelling;96.1;ACARE 3: Development of business modelling methods and tools;0.505;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Modelagem e testabilidade de software;Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;45.Modeling;45.1;NASA 1: Software Modeling and Model Checking;0.6;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Modelagem e testabilidade de software;Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;46.Simulation;46.3;NASA 2: Model-Based Systems Engineering (MBSE);0.521;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Modelagem e testabilidade de software;Eduardo Augusto Bezerra;Entry, Descent & Landing;39.Vehicle Systems;39.5;NASA 3: Modeling and Simulation for EDL;0.471;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Mineração de dados e sistemas inteligentes;Eduardo Augusto Bezerra;Propulsion (PRO);34.Engine Health Monitoring;34.1;ACARE 1: Increase in the sophistication of on-board and ground-based engine monitoring and maintenance systems;0.316;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Mineração de dados e sistemas inteligentes;Eduardo Augusto Bezerra;Integrated Design & Validation (IDV);90.Autonomous operation;90.8;ACARE 2: Expert systems;0.305;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Mineração de dados e sistemas inteligentes;Eduardo Augusto Bezerra;;74.Flight/ Ground Tests;74.6;ACARE 3: Data processing and analysis: Data archiving, Data reduction, Engineering units, Data retrieval , Flight Test Data Base, Telemetry, Ground monitoring;0.302;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Mineração de dados e sistemas inteligentes;Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;48.Mission Architecture, System Analysis, and Concept Development;48.2;NASA 1: Tools and Methodologies for Performing Systems Analysis;0.308;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Mineração de dados e sistemas inteligentes;Eduardo Augusto Bezerra;Propulsion Systems;1.Chemical Propulsion;1.1;NASA 2: Integrated Systems and Ancillary Technologies;0.298;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Mineração de dados e sistemas inteligentes;Eduardo Augusto Bezerra;Propulsion Systems;3.Aero Propulsion;3.1;NASA 3: Integrated Systems and Ancillary Technologies;0.294;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Controle de sistemas embarcados;Eduardo Augusto Bezerra;Aircraft Avionics, Systems & Equipment (AVS);61.Fuel systems;61.3;ACARE 1: Management system - level indicators, actuators, control system;0.373;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Controle de sistemas embarcados;Eduardo Augusto Bezerra;Unmanned Aerial Systems (UAS);108.UAS & Scaled Flight Testing;108.2;ACARE 2: Control Architectures;0.355;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Controle de sistemas embarcados;Eduardo Augusto Bezerra;Propulsion (PRO);36.Computational Methods;36.9;ACARE 3: Complex applications, system analysis, control;0.335;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Controle de sistemas embarcados;Eduardo Augusto Bezerra;Aerospace Power & Energy Storage;10.Power Management and Distribution;10.1;NASA 1: Management and Control;0.388;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Controle de sistemas embarcados;Eduardo Augusto Bezerra;Thermal Management Systems;60.Thermal Control Components and Systems;60.8;NASA 2: Measurement and Control;0.324;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Controle de sistemas embarcados;Eduardo Augusto Bezerra;Autonomous Systems;41.Reasoning and Acting;41.4;NASA 3: Execution and Control;0.291;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Análise e concepção de sistemas embarcados (hardware e software);Eduardo Augusto Bezerra;;73.Environmental and EM compliance engineering process;73.1;ACARE 1: Performance base specifications to define the real use environments;0.45;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Análise e concepção de sistemas embarcados (hardware e software);Eduardo Augusto Bezerra;;103.Large scale validation Platforms;103.4;ACARE 2: Integrated platforms for system development, safety analysis and certification;0.441;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Análise e concepção de sistemas embarcados (hardware e software);Eduardo Augusto Bezerra;Aircraft Avionics, Systems & Equipment (AVS);49.Avionics Integration;49.4;ACARE 3: Operational characteristics of integrated avionics systems;0.438;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Análise e concepção de sistemas embarcados (hardware e software);Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;45.Modeling;45.2;NASA 1: Integrated Hardware and Software Modeling;0.517;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Análise e concepção de sistemas embarcados (hardware e software);Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;44.Software Development, Engineering and Integrity;44.8;NASA 2: Software Analysis and Design Tools;0.491;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas embarcados;Análise e concepção de sistemas embarcados (hardware e software);Eduardo Augusto Bezerra;Software, Modeling, Simulation & Information Processing;48.Mission Architecture, System Analysis, and Concept Development;48.2;NASA 3: Tools and Methodologies for Performing Systems Analysis;0.46;Aprovado;Original;;13/07/2025 15:34
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Conversores estáticos de média e alta potência;Tamiris Grossl Bade;Innovative Concepts & Scenarios (ICS);115.Scenarios analysis;115.2;ACARE 1: Elaboration of basic trends (societal, cultural);0.334;Aprovado;Original;;14/07/2025, 11:57:50
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Conversores estáticos de média e alta potência;Alexandro Garro Brito;Human Factors (HFA);109.Human Factors Integration, Man-machine Interface;109.2;ACARE 2: Displays - Colour, 3D display, Virtual reality, Information presentation;0.305;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Conversores estáticos de média e alta potência;Alexandro Garro Brito;Human Factors (HFA);109.Human Factors Integration, Man-machine Interface;109.5;ACARE 3: Vision modelling and auditory communication studies;0.301;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Conversores estáticos de média e alta potência;Alexandro Garro Brito;;42.Collaboration and Interaction;42.1;NASA 1: Joint Knowledge and Understanding;0.254;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Conversores estáticos de média e alta potência;Alexandro Garro Brito;;11.Sensing and Perception;11.4;NASA 2: Object, Event, and Activity Recognition;0.222;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Conversores estáticos de média e alta potência;Tamiris Grossl Bade;Aerospace Power & Energy Storage;10.Power Management and Distribution;10.2;NASA 3: Distribution and Transmission;0.212;Aprovado;Original;;14/07/2025, 11:57:50
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Processamento de energia elétrica;Alexandro Garro Brito;Aerostructures (AST);13.Composite Materials & basic processes;13.4;ACARE 1: Elaboration processes.;0.316;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Processamento de energia elétrica;Alexandro Garro Brito;Innovative Concepts & Scenarios (ICS);115.Scenarios analysis;115.2;ACARE 2: Elaboration of basic trends (societal, cultural);0.29;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Processamento de energia elétrica;Alexandro Garro Brito;Integrated Design & Validation (IDV);104.EcoDesign and Engineering for Sustainability;104.3;ACARE 3: Processes and Resources;0.273;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Processamento de energia elétrica;Alexandro Garro Brito;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.1;NASA 1: Manufacturing Processes;0.262;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Processamento de energia elétrica;Alexandro Garro Brito;Software, Modeling, Simulation & Information Processing;48.Mission Architecture, System Analysis, and Concept Development;48.2;NASA 2: Tools and Methodologies for Performing Systems Analysis;0.239;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Processamento de energia elétrica;Alexandro Garro Brito;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 3: Food Production, Processing and Preservation;0.236;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Energias renováveis e sustentáveis;Alexandro Garro Brito;;118.From Industry 4.0 to Industry 5.0;118.10;ACARE 1: Resilient;0.213;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Energias renováveis e sustentáveis;Alexandro Garro Brito;Propulsion (PRO);33.Test Bench Calibration;33.3;ACARE 2: the aerodynamic forces on the mechanical system maintaining the engine;0.202;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Energias renováveis e sustentáveis;Alexandro Garro Brito;Integrated Design & Validation (IDV);81.System reliability;81.4;ACARE 3: Maturity;0.199;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Energias renováveis e sustentáveis;Alexandro Garro Brito;Human Health, Life Support & Habitation;29.Human Systems Integration;29.3;NASA 1: Habitability and Environment;0.248;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Energias renováveis e sustentáveis;Alexandro Garro Brito;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 2: Food Production, Processing and Preservation;0.221;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Energias renováveis e sustentáveis;Alexandro Garro Brito;;42.Collaboration and Interaction;42.3;NASA 3: Goal and Task Negotiation;0.219;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Acionamentos elétricos para sistemas veiculares;Alexandro Garro Brito;Aerostructures (AST);21.Noise Reduction;21.2;ACARE 1: Techniques in relation with actuators and sensors such as piezoelectric or piezoceramic materials, electrostrictive ceramics... and their mechanical modellisation.;0.414;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Acionamentos elétricos para sistemas veiculares;Alexandro Garro Brito;Aircraft Avionics, Systems & Equipment (AVS);56.Electrical Power Generation, Distribution & Actuation;56.5;ACARE 2: Elecromechanical actuation (EMA) - Flight control systems;0.363;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Acionamentos elétricos para sistemas veiculares;Alexandro Garro Brito;Aircraft Avionics, Systems & Equipment (AVS);61.Fuel systems;61.3;ACARE 3: Management system - level indicators, actuators, control system;0.323;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Acionamentos elétricos para sistemas veiculares;Alexandro Garro Brito;;6.Avionics Systems and Subsystems;6.2;NASA 1: Aircraft Avionics Systems;0.304;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Acionamentos elétricos para sistemas veiculares;Alexandro Garro Brito;Human Health, Life Support & Habitation;26.Human Health and Performance;26.7;NASA 2: System Transformative Health and Performance Concepts;0.266;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Acionamentos elétricos para sistemas veiculares;Alexandro Garro Brito;Thermal Management Systems;60.Thermal Control Components and Systems;60.8;NASA 3: Measurement and Control;0.257;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Geração distribuída e soluções para aplicações industriais;Alexandro Garro Brito;Integrated Design & Validation (IDV);104.EcoDesign and Engineering for Sustainability;104.1;"ACARE 1: Sustainable Industrialization; Sustainability of Materials";0.404;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Geração distribuída e soluções para aplicações industriais;Alexandro Garro Brito;Integrated Design & Validation (IDV);96.Business modelling;96.2;ACARE 2: Use of business modelling methods and tools (e.g. yield/revenue management);0.376;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Geração distribuída e soluções para aplicações industriais;Alexandro Garro Brito;Integrated Design & Validation (IDV);104.EcoDesign and Engineering for Sustainability;104.2;ACARE 3: Sustainability of Materials;0.357;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Geração distribuída e soluções para aplicações industriais;Alexandro Garro Brito;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.1;NASA 1: Manufacturing Processes;0.372;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Geração distribuída e soluções para aplicações industriais;Alexandro Garro Brito;Exploration Destination Systems;30.In-Situ Resource Utilization;30.4;NASA 2: Resource Processing for Production of Manufacturing, Construction, and Energy Storage Feedstock Materials;0.36;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Geração distribuída e soluções para aplicações industriais;Alexandro Garro Brito;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.4;NASA 3: Sustainable Manufacturing;0.358;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Controle de sistemas veiculares (automotivos, aeroespaciais, navais, etc.);Alexandro Garro Brito;Aircraft Avionics, Systems & Equipment (AVS);61.Fuel systems;61.3;ACARE 1: Management system - level indicators, actuators, control system;0.381;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Controle de sistemas veiculares (automotivos, aeroespaciais, navais, etc.);Alexandro Garro Brito;Aerostructures (AST);21.Noise Reduction;21.3;ACARE 2: Automatics and real time systems for the study and for the realisation of controllers;0.376;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Controle de sistemas veiculares (automotivos, aeroespaciais, navais, etc.);Alexandro Garro Brito;Propulsion (PRO);36.Computational Methods;36.9;ACARE 3: Complex applications, system analysis, control;0.364;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Controle de sistemas veiculares (automotivos, aeroespaciais, navais, etc.);Alexandro Garro Brito;Aerospace Power & Energy Storage;10.Power Management and Distribution;10.1;NASA 1: Management and Control;0.317;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Controle de sistemas veiculares (automotivos, aeroespaciais, navais, etc.);Alexandro Garro Brito;Guidance, Navigation & Control (GN&C);72.Control Technologies;72.1;NASA 2: Onboard Maneuvering/Pointing/Stabilization/Flight Control Algorithms;0.317;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Controle de sistemas veiculares (automotivos, aeroespaciais, navais, etc.);Alexandro Garro Brito;Ground, Test & Surface Systems;55.Infrastructure Optimization;55.1;NASA 3: Natural and Induced Environment Characterization and Mitigation;0.308;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Automação industrial;Alexandro Garro Brito;Aircraft Avionics, Systems & Equipment (AVS);53.Smart maintenance systems;53.1;ACARE 1: Autonomous logistics. anticipatory maintenance and repair;0.469;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Automação industrial;Alexandro Garro Brito;Aircraft Avionics, Systems & Equipment (AVS);40.Avionics;40.3;ACARE 2: ACAS Automation and Use:;0.419;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Automação industrial;Alexandro Garro Brito;;118.From Industry 4.0 to Industry 5.0;118.1;ACARE 3: Factory of the Future;0.407;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Automação industrial;Alexandro Garro Brito;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.2;NASA 1: Intelligent Integrated Manufacturing;0.439;Rejeitado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Automação industrial;Alexandro Garro Brito;Ground, Test & Surface Systems;58.Mission Success Technologies;58.4;NASA 2: Autonomous, Real-Time Command and Control;0.41;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Automação industrial;Alexandro Garro Brito;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.1;NASA 3: Manufacturing Processes;0.396;Aprovado;Original;;14/07/2025 13:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Compatibilidade eletromagnética;Tamiris Grossl Bade;Aerostructures (AST);14.Advanced Manufacturing Processes & Technologies;14.19;ACARE 1: Conformal antennas;0.31;Aprovado;Original;;14/07/2025 11:57
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Compatibilidade eletromagnética;Tamiris Grossl Bade;Aerostructures (AST);21.Noise Reduction;21.2;ACARE 2: Techniques in relation with actuators and sensors such as piezoelectric or piezoceramic materials, electrostrictive ceramics... and their mechanical modellisation.;0.296;Aprovado;Original;;14/07/2025, 11:57:50
Engenharia de Sistemas Eletrônicos – PPGESE;Sistemas Eletrônicos de Potência;Compatibilidade eletromagnética;Tamiris Grossl Bade;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.12;ACARE 3: Piezoelectric;0.293;Rejeitado;Original;;14/07/2025, 11:57:50
